@relation skin_lesions-weka.filters.supervised.instance.SMOTE-C1-K5-P304.9-S1-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0

@attribute asymmetry numeric
@attribute circularity numeric
@attribute compactness numeric
@attribute convexity numeric
@attribute elongation numeric
@attribute rectangularity numeric
@attribute solidity numeric
@attribute fractalDimension numeric
@attribute radialVariance numeric
@attribute lesionBMean numeric
@attribute lesionGMean numeric
@attribute lesionRMean numeric
@attribute lesionBMedian numeric
@attribute lesionGMedian numeric
@attribute lesionRMedian numeric
@attribute lesionBStd numeric
@attribute lesionGStd numeric
@attribute lesionRStd numeric
@attribute skinBMean numeric
@attribute skinGMean numeric
@attribute skinRMean numeric
@attribute skinBMedian numeric
@attribute skinGMedian numeric
@attribute skinRMedian numeric
@attribute skinBStd numeric
@attribute skinGStd numeric
@attribute skinRStd numeric
@attribute lesionLMean numeric
@attribute lesionAMean numeric
@attribute lesionBbMean numeric
@attribute lesionLMedian numeric
@attribute lesionAMedian numeric
@attribute lesionBbMedian numeric
@attribute lesionLStd numeric
@attribute lesionAStd numeric
@attribute lesionBbStd numeric
@attribute skinLMean numeric
@attribute skinAMean numeric
@attribute skinBbMean numeric
@attribute skinLMedian numeric
@attribute skinAMedian numeric
@attribute skinBbMedian numeric
@attribute skinLStd numeric
@attribute skinAStd numeric
@attribute skinBbStd numeric
@attribute bContrast numeric
@attribute bCorrelation numeric
@attribute bEnergy numeric
@attribute bEntropy numeric
@attribute bHomogeneity numeric
@attribute bMean numeric
@attribute bVariance numeric
@attribute gContrast numeric
@attribute gCorrelation numeric
@attribute gEnergy numeric
@attribute gEntropy numeric
@attribute gHomogeneity numeric
@attribute gMean numeric
@attribute gVariance numeric
@attribute rContrast numeric
@attribute rCorrelation numeric
@attribute rEnergy numeric
@attribute rEntropy numeric
@attribute rHomogeneity numeric
@attribute rMean numeric
@attribute rVariance numeric
@attribute lContrast numeric
@attribute lCorrelation numeric
@attribute lEnergy numeric
@attribute lEntropy numeric
@attribute lHomogeneity numeric
@attribute lMean numeric
@attribute lVariance numeric
@attribute aContrast numeric
@attribute aCorrelation numeric
@attribute aEnergy numeric
@attribute aEntropy numeric
@attribute aHomogeneity numeric
@attribute aMean numeric
@attribute aVariance numeric
@attribute bbContrast numeric
@attribute bbCorrelation numeric
@attribute bbEnergy numeric
@attribute bbEntropy numeric
@attribute bbHomogeneity numeric
@attribute bbMean numeric
@attribute bbVariance numeric
@attribute class {MALIGNANT,BENIGN}

@data
0.388262,0.580311,0.092993,0.234637,0.810748,0.15272,0.582822,0.561905,0.025034,0.126703,0.111774,0.076391,0,0,0,0.393012,0.365055,0.308303,0.255071,0.275077,0.198784,0.063902,0.085712,0.026568,0.559541,0.527191,0.483545,0.098145,0.190206,0.078894,0,0.002982,0.144793,0.318111,0.330206,0.098146,0.240089,0.464124,0.340093,0.070895,0.085712,0.938214,0.523261,0.488213,0.438514,0.013051,0.86,0.080808,0.563705,0.385101,0.891386,0.008333,0.00993,0.85,0.072816,0.57837,0.393579,0.810056,0.006759,0.007472,0.859649,0.095652,0.514599,0.43599,0.850291,0.002991,0.013051,0.86,0.080808,0.563705,0.385101,0.891386,0.008333,0.00993,0.85,0.072816,0.57837,0.393579,0.810056,0.006759,0.007472,0.859649,0.095652,0.514599,0.43599,0.850291,0.002991,BENIGN
0.747178,0.819948,0.218075,0.282682,0.556075,0.380753,0.967791,0.27619,0.01366,0.52686,0.494422,0.303423,0.38541,0.700656,0.023029,0.779289,0.738185,0.68458,0.247075,0.247185,0.215692,0.012907,0.0001,0.000092,0.609299,0.572303,0.656556,0.506271,0.60734,0.334871,0.41564,0,0,0.805455,0.841049,0.482576,0.24955,0.146486,0.144355,0.000071,0.0001,0.000088,0.6657,0.169314,0.213169,0.057774,0.96,0.017316,0.827063,0.186869,0.359687,0.120629,0.045187,0.965789,0.014563,0.841778,0.197384,0.514065,0.116534,0.042962,0.952632,0.024845,0.777981,0.213768,0.749652,0.042695,0.057774,0.96,0.017316,0.827063,0.186869,0.359687,0.120629,0.045187,0.965789,0.014563,0.841778,0.197384,0.514065,0.116534,0.042962,0.952632,0.024845,0.777981,0.213768,0.749652,0.042695,BENIGN
0.453725,0.506477,0.106745,0.219553,0.515187,0.238494,0.54908,0.428571,0.032365,0.169837,0.251367,0.202255,0,0,0.264592,0.46956,0.609079,0.541313,0.29296,0.277198,0.175959,0.087675,0.124828,0.001727,0.448528,0.38957,0.43747,0.267037,0.16159,0.233135,0.00793,0,0,0.633434,0.304831,0.381823,0.26607,0.218668,0.217796,0.297463,0.124828,0,0.443466,0.114081,0.133959,0.027356,0.862222,0.05772,0.640531,0.289141,0.094542,0.016923,0.028535,0.897368,0.032767,0.725333,0.247325,0.206336,0.026303,0.030991,0.931579,0.036025,0.715937,0.247585,0.548491,0.021845,0.027356,0.862222,0.05772,0.640531,0.289141,0.094542,0.016923,0.028535,0.897368,0.032767,0.725333,0.247325,0.206336,0.026303,0.030991,0.931579,0.036025,0.715937,0.247585,0.548491,0.021845,MALIGNANT
0.688488,0.891192,0.194499,0.282682,0.746495,0.281032,0.854294,0.380952,0.008177,0.537221,0.622027,0.402972,0.775049,0.799898,0.002777,0.767138,0.846167,0.768555,0.282205,0.232322,0.075094,0.005112,0.00315,0.000367,0.677609,0.55801,0.145539,0.644791,0.455448,0.369256,0.350983,0.000377,0,0.922075,0.670841,0.505337,0.223808,0.182531,0.226944,0.001339,0.00315,0.0129,0.595464,0.290124,0.335151,0.096392,0.942222,0.015873,0.853936,0.164141,0.465187,0.137242,0.080149,0.947368,0.009709,0.878222,0.16409,0.594302,0.140297,0.078123,0.942105,0.016149,0.833029,0.173913,0.801285,0.062754,0.096392,0.942222,0.015873,0.853936,0.164141,0.465187,0.137242,0.080149,0.947368,0.009709,0.878222,0.16409,0.594302,0.140297,0.078123,0.942105,0.016149,0.833029,0.173913,0.801285,0.062754,MALIGNANT
0.957111,0.981865,0.527832,0.518436,0.80257,0.386332,0.96319,0.304762,0.003133,0.232474,0.186039,0.092969,0.613092,0.313697,0.000053,0.520148,0.447605,0.31892,0.125278,0.127157,0.145667,0.556383,0.864373,0.268398,0.424715,0.407618,0.450228,0.224166,0.168465,0.096169,0.051466,0.000142,0.000053,0.593052,0.208871,0.088883,0.137402,0.131447,0.103693,0.311858,0.864373,0.000239,0.437775,0.207168,0.187772,0.027933,0.944444,0.044733,0.698388,0.308081,0.541265,0.044278,0.023999,0.918421,0.040049,0.704,0.298454,0.555691,0.027836,0.023647,0.787719,0.064596,0.609185,0.310386,0.63496,0.005433,0.027933,0.944444,0.044733,0.698388,0.308081,0.541265,0.044278,0.023999,0.918421,0.040049,0.704,0.298454,0.555691,0.027836,0.023647,0.787719,0.064596,0.609185,0.310386,0.63496,0.005433,BENIGN
0.731377,0.762953,0.095612,0.156983,0.88785,0.320084,0.68865,0.619048,0.016543,0.276317,0.257608,0.207827,0.008095,0.7341,0.002378,0.615297,0.58971,0.564384,0.203234,0.199855,0.110958,0.101868,0.030746,0,0.515564,0.47002,0.382221,0.289051,0.12858,0.240913,0.674617,0,0,0.640488,0.224686,0.436075,0.168181,0.251146,0.256371,0.000188,0.030746,0.0006,0.441456,0.344456,0.35893,0.055018,0.871111,0.031746,0.74423,0.190657,0.305656,0.035539,0.046747,0.868421,0.025485,0.769778,0.186683,0.451086,0.032823,0.049221,0.875439,0.029814,0.740268,0.190821,0.669918,0.018712,0.055018,0.871111,0.031746,0.74423,0.190657,0.305656,0.035539,0.046747,0.868421,0.025485,0.769778,0.186683,0.451086,0.032823,0.049221,0.875439,0.029814,0.740268,0.190821,0.669918,0.018712,BENIGN
0.62754,0.871762,0.158153,0.262011,0.893692,0.294282,0.766871,0.371429,0.009399,0.460585,0.353671,0.203034,0.793011,0.586253,0.001321,0.759446,0.68389,0.53007,0.189913,0.201256,0.11075,0.006435,0.000233,0,0.608811,0.575571,0.389207,0.363452,0.17015,0.292053,0.259454,0,0,0.698557,0.275142,0.428944,0.177192,0.186376,0.121009,0.000107,0.000233,0.006925,0.561029,0.297646,0.131112,0.044662,0.96,0.023088,0.795447,0.212121,0.450744,0.092177,0.036499,0.939474,0.021845,0.788741,0.211653,0.559496,0.055898,0.037229,0.922807,0.032298,0.729927,0.219807,0.714306,0.022945,0.044662,0.96,0.023088,0.795447,0.212121,0.450744,0.092177,0.036499,0.939474,0.021845,0.788741,0.211653,0.559496,0.055898,0.037229,0.922807,0.032298,0.729927,0.219807,0.714306,0.022945,BENIGN
0.808126,0.919689,0.241323,0.320112,0.706776,0.349372,0.944785,0.319048,0.008021,0.384915,0.343875,0.264394,0.003108,0.06304,0.82242,0.728451,0.630733,0.563458,0.121954,0.119262,0.082941,0.076842,0.035016,0.000038,0.438351,0.378847,0.346869,0.408319,0.212357,0.393189,0.331917,0.000072,0.000277,0.693599,0.347923,0.520103,0.104829,0.102353,0.06151,0.002568,0.035016,0.000126,0.35095,0.143803,0.06436,0.074506,0.902222,0.024531,0.788808,0.190657,0.23298,0.062324,0.063307,0.905263,0.018204,0.819852,0.185493,0.307946,0.062107,0.064298,0.933333,0.021118,0.800791,0.188406,0.452709,0.04473,0.074506,0.902222,0.024531,0.788808,0.190657,0.23298,0.062324,0.063307,0.905263,0.018204,0.819852,0.185493,0.307946,0.062107,0.064298,0.933333,0.021118,0.800791,0.188406,0.452709,0.04473,BENIGN
0.785553,0.900259,0.211526,0.286592,0.830607,0.308229,0.921779,0.204762,0.007582,0.83994,0.664077,0.354117,0.72758,0.901265,0.155939,0.823649,0.659721,0.554073,0.299827,0.295396,0.289073,0.125379,0.021915,0,0.730465,0.640785,0.713154,0.691201,0.631221,0.682758,0.470301,0.006591,0.005373,0.747019,0.792993,0.783007,0.279131,0.270675,0.135439,0,0.021915,0.000018,0.662536,0.390916,0.17998,0.172955,0.953333,0.008658,0.925387,0.161616,0.374354,0.296661,0.126105,0.957895,0.007282,0.924444,0.175981,0.444897,0.260994,0.096068,0.97193,0.016149,0.871655,0.201691,0.698162,0.156456,0.172955,0.953333,0.008658,0.925387,0.161616,0.374354,0.296661,0.126105,0.957895,0.007282,0.924444,0.175981,0.444897,0.260994,0.096068,0.97193,0.016149,0.871655,0.201691,0.698162,0.156456,MALIGNANT
0.72009,0.887306,0.200065,0.297207,0.723131,0.318689,0.875767,0.361905,0.009587,0.211863,0.223058,0.126435,0.047999,0.411229,0.17649,0.469428,0.549357,0.43682,0.111452,0.163428,0.127254,0.040872,0.00203,0.000033,0.408608,0.543655,0.488934,0.222797,0.207576,0.134701,0.868781,0.006255,0.000063,0.531224,0.35756,0.169195,0.149183,0.098478,0.096349,0.000036,0.00203,0.799896,0.526577,0.172503,0.1398,0.022509,0.942222,0.050505,0.673727,0.352273,0.372016,0.033959,0.017382,0.934211,0.044903,0.682667,0.359096,0.436348,0.025226,0.015824,0.892982,0.067081,0.602494,0.378019,0.526659,0.007562,0.022509,0.942222,0.050505,0.673727,0.352273,0.372016,0.033959,0.017382,0.934211,0.044903,0.682667,0.359096,0.436348,0.025226,0.015824,0.892982,0.067081,0.602494,0.378019,0.526659,0.007562,BENIGN
0.82167,0.959845,0.219384,0.306704,0.793224,0.354951,0.906442,0.547619,0.005138,0.238326,0.38344,0.241213,0,0.003361,0.872052,0.462922,0.730662,0.604472,0.24267,0.237169,0.218461,0.211308,0.608535,0.406917,0.699959,0.51279,0.552814,0.407553,0.273232,0.243969,0.394227,0,0,0.747305,0.416083,0.438135,0.288158,0.253145,0.138016,0.916237,0.608535,0,0.684851,0.362369,0.166306,0.021781,0.964444,0.041847,0.699968,0.314394,0.171493,0.054111,0.018248,0.971053,0.027913,0.744889,0.310345,0.317014,0.058139,0.017444,0.963158,0.038509,0.69556,0.326087,0.441452,0.024044,0.021781,0.964444,0.041847,0.699968,0.314394,0.171493,0.054111,0.018248,0.971053,0.027913,0.744889,0.310345,0.317014,0.058139,0.017444,0.963158,0.038509,0.69556,0.326087,0.441452,0.024044,BENIGN
0.632054,0.779793,0.168959,0.270391,0.578271,0.281729,0.837423,0.414286,0.015164,0.439823,0.734479,0.506788,0.243668,0.901283,0.30938,0.649496,0.88863,0.797088,0.37465,0.295664,0.047886,0.124356,0.008438,0,0.745423,0.601607,0.080717,0.742297,0.432159,0.515228,0.723371,0,0,0.896901,0.606165,0.60998,0.260757,0.215101,0.477259,0.000472,0.008438,0,0.60705,0.274057,0.579303,0.100533,0.935556,0.01443,0.864685,0.126263,0.317268,0.128508,0.087799,0.955263,0.006068,0.911407,0.122473,0.448005,0.181618,0.084748,0.964912,0.009938,0.883516,0.137681,0.662218,0.11386,0.100533,0.935556,0.01443,0.864685,0.126263,0.317268,0.128508,0.087799,0.955263,0.006068,0.911407,0.122473,0.448005,0.181618,0.084748,0.964912,0.009938,0.883516,0.137681,0.662218,0.11386,MALIGNANT
0.792325,0.958549,0.263589,0.350279,0.978972,0.378661,0.93865,0.37619,0.004762,0.361784,0.533882,0.445658,0.22196,0.729797,0.114537,0.609478,0.720072,0.797512,0.314011,0.288333,0.148115,0.021703,0.001735,0,0.765225,0.684274,0.396129,0.639105,0.390316,0.36669,0.832368,0,0,0.896127,0.583892,0.477549,0.262784,0.157681,0.149148,0.000561,0.001735,0.000143,0.69234,0.23306,0.156334,0.121578,0.886667,0.015873,0.851407,0.106061,0.350446,0.088097,0.109139,0.928947,0.006068,0.909333,0.098692,0.485432,0.141598,0.109473,0.936842,0.009938,0.879562,0.105072,0.690373,0.08081,0.121578,0.886667,0.015873,0.851407,0.106061,0.350446,0.088097,0.109139,0.928947,0.006068,0.909333,0.098692,0.485432,0.141598,0.109473,0.936842,0.009938,0.879562,0.105072,0.690373,0.08081,BENIGN
0.866817,0.96114,0.330386,0.405028,0.754673,0.389121,0.923313,0.461905,0.004856,0.224222,0.189051,0.112143,0.504,0.032106,0.008066,0.527749,0.520606,0.398951,0.150774,0.170678,0.118558,0.361443,0.798926,0.052128,0.51996,0.533503,0.419714,0.207849,0.118404,0.205218,0.020173,0.448511,0.000091,0.570635,0.172098,0.298155,0.153402,0.18533,0.185173,0.196366,0.798926,0,0.497036,0.287652,0.313244,0.036188,0.948889,0.04329,0.711034,0.261364,0.564641,0.060731,0.028155,0.931579,0.043689,0.698963,0.274673,0.611261,0.039513,0.027203,0.882456,0.059627,0.628345,0.292271,0.643363,0.011373,0.036188,0.948889,0.04329,0.711034,0.261364,0.564641,0.060731,0.028155,0.931579,0.043689,0.698963,0.274673,0.611261,0.039513,0.027203,0.882456,0.059627,0.628345,0.292271,0.643363,0.011373,BENIGN
0.799097,0.737047,0.209234,0.294972,0.420561,0.338912,0.97546,0.252381,0.016762,0.427671,0.456845,0.234403,0.303698,0.390832,0.052473,0.569245,0.609366,0.475072,0.145602,0.150076,0.11839,0.00002,0,0,0.538991,0.463769,0.436033,0.509654,0.289555,0.297784,0.916315,0.006309,0,0.707347,0.349071,0.383019,0.139728,0.119514,0.063906,0,0,0,0.475094,0.182771,0.119937,0.032602,0.988889,0.023088,0.803035,0.27399,0.397202,0.228996,0.029211,0.986842,0.018204,0.821037,0.271106,0.505094,0.18721,0.030595,0.973684,0.031056,0.749696,0.288647,0.676852,0.054485,0.032602,0.988889,0.023088,0.803035,0.27399,0.397202,0.228996,0.029211,0.986842,0.018204,0.821037,0.271106,0.505094,0.18721,0.030595,0.973684,0.031056,0.749696,0.288647,0.676852,0.054485,BENIGN
0.708804,0.813472,0.198428,0.284358,0.578271,0.317294,0.886503,0.385714,0.013535,0.51019,0.393208,0.223238,0.978877,0.30343,0,0.775939,0.751959,0.616293,0.277887,0.260436,0.036935,0.003474,0.000755,0,0.701595,0.597659,0.07148,0.408319,0.36286,0.455545,0.009602,0,0,0.825002,0.574178,0.542461,0.235616,0.303952,0.205839,0.000076,0.000755,0.034229,0.625989,0.448681,0.326797,0.040395,0.971111,0.023088,0.797977,0.251263,0.531699,0.114579,0.031636,0.95,0.024272,0.773333,0.262782,0.633379,0.058189,0.028472,0.926316,0.039752,0.69708,0.292271,0.884757,0.019036,0.040395,0.971111,0.023088,0.797977,0.251263,0.531699,0.114579,0.031636,0.95,0.024272,0.773333,0.262782,0.633379,0.058189,0.028472,0.926316,0.039752,0.69708,0.292271,0.884757,0.019036,BENIGN
0.742664,0.937824,0.268173,0.339106,0.843458,0.351464,0.964724,0.419048,0.00636,0.237762,0.219993,0.095313,0.256516,0.511414,0.000373,0.504071,0.502808,0.352691,0.259476,0.269515,0.261786,0.484108,0.337034,0.382201,0.628464,0.567289,0.612014,0.219354,0.314529,0.166658,0.73163,0.000196,0,0.521129,0.443793,0.199447,0.259271,0.176964,0.103151,0.255919,0.337034,0.00063,0.566856,0.313453,0.183655,0.041113,0.926667,0.037518,0.727158,0.238636,0.396726,0.047311,0.034179,0.892105,0.032767,0.734815,0.24019,0.471637,0.02978,0.032134,0.692982,0.062112,0.617701,0.262077,0.610589,0.004938,0.041113,0.926667,0.037518,0.727158,0.238636,0.396726,0.047311,0.034179,0.892105,0.032767,0.734815,0.24019,0.471637,0.02978,0.032134,0.692982,0.062112,0.617701,0.262077,0.610589,0.004938,BENIGN
0.735892,0.896373,0.243287,0.323464,0.684579,0.341004,0.924847,0.314286,0.008835,0.347327,0.292581,0.274242,0.044178,0.012245,0.103173,0.62122,0.567092,0.569991,0.471957,0.501131,0.297186,0.663218,0.777309,0.239441,0.780341,0.759686,0.582114,0.396699,0.12298,0.293964,0.078053,0.174173,0.463829,0.684457,0.201136,0.337353,0.471097,0.284023,0.41678,0.511236,0.777309,0.154434,0.777894,0.347828,0.44084,0.225865,0.8,0.021645,0.840974,0.162879,0.33045,0.092003,0.188345,0.726316,0.019417,0.841185,0.16409,0.298669,0.0625,0.197208,0.819298,0.018634,0.839112,0.171498,0.278605,0.050602,0.225865,0.8,0.021645,0.840974,0.162879,0.33045,0.092003,0.188345,0.726316,0.019417,0.841185,0.16409,0.298669,0.0625,0.197208,0.819298,0.018634,0.839112,0.171498,0.278605,0.050602,MALIGNANT
0.507901,0.829016,0.180747,0.298324,0.823598,0.271269,0.806748,0.357143,0.012,0.490741,0.451757,0.274781,0.548368,0.992686,0.00015,0.78929,0.806946,0.670157,0.132154,0.134155,0.129346,0.004979,0.000073,0.000102,0.435536,0.397389,0.450356,0.463315,0.267154,0.277235,0.299831,0,0,0.836647,0.408935,0.404987,0.135407,0.124742,0.083335,0.000112,0.000073,0.000053,0.445612,0.186189,0.133264,0.056031,0.953333,0.020202,0.810939,0.199495,0.410308,0.100549,0.043584,0.944737,0.018204,0.809778,0.209275,0.551733,0.07133,0.042324,0.924561,0.027329,0.749392,0.224638,0.737372,0.026933,0.056031,0.953333,0.020202,0.810939,0.199495,0.410308,0.100549,0.043584,0.944737,0.018204,0.809778,0.209275,0.551733,0.07133,0.042324,0.924561,0.027329,0.749392,0.224638,0.737372,0.026933,BENIGN
0.654628,0.896373,0.203012,0.280447,0.793224,0.331241,0.878834,0.3,0.008334,0.366559,0.277485,0.105842,0.724482,0.000403,0,0.667071,0.64156,0.369785,0.189212,0.200046,0.238606,0.000525,0,0,0.537914,0.515394,0.726583,0.269413,0.266516,0.442965,0,0.002267,0,0.654554,0.451694,0.618408,0.187564,0.218576,0.326642,0,0,0.37996,0.537365,0.368762,0.429732,0.068505,0.917778,0.031746,0.760354,0.295455,0.612177,0.068541,0.048664,0.85,0.036408,0.722963,0.315101,0.725849,0.030075,0.044097,0.682456,0.064596,0.622263,0.328502,0.865846,0.006509,0.068505,0.917778,0.031746,0.760354,0.295455,0.612177,0.068541,0.048664,0.85,0.036408,0.722963,0.315101,0.725849,0.030075,0.044097,0.682456,0.064596,0.622263,0.328502,0.865846,0.006509,BENIGN
0.704289,0.933938,0.190242,0.255866,0.98014,0.331241,0.854294,0.371429,0.005702,0.503437,0.439073,0.263377,0.724632,0.776916,0,0.781994,0.748131,0.623876,0.269956,0.149064,0.050314,0.000288,0,0,0.586799,0.287874,0.141898,0.458835,0.42155,0.494488,0.057891,0,0,0.822352,0.665097,0.678984,0.123555,0.370629,0.312804,0,0,0.002594,0.27604,0.438702,0.390729,0.037946,0.973333,0.02886,0.769523,0.329545,0.504884,0.118968,0.029722,0.965789,0.025485,0.771852,0.337693,0.60283,0.080516,0.027574,0.95614,0.037267,0.715937,0.350242,0.862226,0.030853,0.037946,0.973333,0.02886,0.769523,0.329545,0.504884,0.118968,0.029722,0.965789,0.025485,0.771852,0.337693,0.60283,0.080516,0.027574,0.95614,0.037267,0.715937,0.350242,0.862226,0.030853,BENIGN
0.604966,0.874352,0.211526,0.305028,0.925234,0.336123,0.889571,0.361905,0.00918,0.466523,0.335322,0.136813,0.59723,0.617267,0,0.710349,0.659581,0.445802,0.117905,0.120098,0.109837,0.000853,0,0,0.387988,0.38427,0.409351,0.317029,0.350795,0.422907,0.060856,0,0,0.649074,0.516319,0.497457,0.115856,0.103429,0.180483,0,0,0.106367,0.412288,0.129125,0.237175,0.02859,0.977778,0.025974,0.776162,0.285354,0.42452,0.111596,0.019697,0.963158,0.03034,0.739556,0.312723,0.5753,0.051123,0.01655,0.903509,0.059627,0.619526,0.349034,0.758126,0.00879,0.02859,0.977778,0.025974,0.776162,0.285354,0.42452,0.111596,0.019697,0.963158,0.03034,0.739556,0.312723,0.5753,0.051123,0.01655,0.903509,0.059627,0.619526,0.349034,0.758126,0.00879,BENIGN
0.647856,0.809585,0.178127,0.321229,0.783879,0.320781,0.746933,0.252381,0.013378,0.494772,0.381283,0.247418,0.163996,0.69782,0.014985,0.773803,0.643055,0.590404,0.158892,0.161881,0.119323,0.034565,0.000348,0.000148,0.491672,0.464704,0.413367,0.411792,0.229909,0.281711,0.499833,0,0,0.711319,0.298066,0.378927,0.15422,0.141473,0.071585,0.000201,0.000348,0.000374,0.491116,0.184922,0.044029,0.042218,0.966667,0.021645,0.794815,0.219697,0.336872,0.107304,0.035483,0.963158,0.020631,0.805037,0.218787,0.485335,0.091797,0.034275,0.950877,0.029814,0.744526,0.231884,0.691064,0.033258,0.042218,0.966667,0.021645,0.794815,0.219697,0.336872,0.107304,0.035483,0.963158,0.020631,0.805037,0.218787,0.485335,0.091797,0.034275,0.950877,0.029814,0.744526,0.231884,0.691064,0.033258,BENIGN
0.462754,0.681347,0.126064,0.224022,0.886682,0.24477,0.625767,0.619048,0.019707,0.360219,0.272219,0.104422,0.892568,0.532495,0.000531,0.642221,0.56485,0.339444,0.29818,0.325924,0.246877,0.147764,0.038322,0.025575,0.700997,0.694155,0.611495,0.260109,0.312275,0.393134,0.072994,0,0,0.563663,0.446933,0.499013,0.278388,0.18127,0.168501,0.024271,0.038322,0.000331,0.635896,0.252773,0.275497,0.07167,0.924444,0.024531,0.798925,0.181818,0.461605,0.077234,0.056373,0.889474,0.024272,0.789037,0.191439,0.561626,0.047029,0.04507,0.819298,0.052174,0.671229,0.2343,0.747521,0.011809,0.07167,0.924444,0.024531,0.798925,0.181818,0.461605,0.077234,0.056373,0.889474,0.024272,0.789037,0.191439,0.561626,0.047029,0.04507,0.819298,0.052174,0.671229,0.2343,0.747521,0.011809,MALIGNANT
0.611738,0.287565,0.116896,0.327933,0.175234,0.237099,0.743865,0.5,0.047436,0.225414,0.230625,0.196847,0.11308,0.830407,0,0.511423,0.57861,0.543219,0.314172,0.073,0.048389,0.365467,0.044297,0,0.371764,0.037826,0.101164,0.24767,0.189022,0.361205,0.495467,0,0,0.593827,0.304448,0.506144,0.087273,0.411041,0.542428,0.010328,0.044297,0.039838,0.080414,0.360858,0.561633,0.032809,0.915556,0.044733,0.694594,0.281566,0.414734,0.032978,0.026112,0.897368,0.038835,0.702519,0.284185,0.470538,0.024434,0.022849,0.933333,0.042236,0.681569,0.305556,0.679121,0.016943,0.032809,0.915556,0.044733,0.694594,0.281566,0.414734,0.032978,0.026112,0.897368,0.038835,0.702519,0.284185,0.470538,0.024434,0.022849,0.933333,0.042236,0.681569,0.305556,0.679121,0.016943,BENIGN
0.948081,0.911917,0.25573,0.307821,0.634346,0.359833,0.990798,0.371429,0.008397,0.498173,0.543016,0.272866,0.49469,0.46923,0.213487,0.579898,0.607256,0.391806,0.281068,0.293819,0.310901,0.145391,0.038959,0.021921,0.637736,0.601151,0.690392,0.577626,0.422051,0.45953,0.330103,0,0,0.619604,0.638011,0.619546,0.304152,0.097094,0.115082,0.020697,0.038959,0.000994,0.668397,0.171801,0.186569,0.058434,0.984444,0.01443,0.845084,0.17803,0.389645,0.281235,0.051873,0.984211,0.010922,0.869037,0.179548,0.450828,0.283268,0.054651,0.985965,0.018634,0.839416,0.199275,0.589864,0.178855,0.058434,0.984444,0.01443,0.845084,0.17803,0.389645,0.281235,0.051873,0.984211,0.010922,0.869037,0.179548,0.450828,0.283268,0.054651,0.985965,0.018634,0.839416,0.199275,0.589864,0.178855,BENIGN
0.86456,0.792746,0.24427,0.32514,0.464953,0.375872,0.98773,0.947619,0.014444,0.607174,0.47332,0.208384,0.801888,0.475957,0.115592,0.74803,0.625473,0.409227,0.269874,0.272497,0.317658,0.150237,0.055568,0.030332,0.616912,0.546537,0.679989,0.462194,0.357943,0.413574,0.371393,0,0,0.621683,0.507907,0.563954,0.313114,0.073535,0.095086,0.027715,0.055568,0.000628,0.686064,0.141621,0.162978,0.07685,0.971111,0.012987,0.854568,0.155303,0.421047,0.22075,0.064209,0.968421,0.01335,0.861333,0.16409,0.499295,0.184276,0.062837,0.964912,0.026087,0.800487,0.187198,0.651046,0.084969,0.07685,0.971111,0.012987,0.854568,0.155303,0.421047,0.22075,0.064209,0.968421,0.01335,0.861333,0.16409,0.499295,0.184276,0.062837,0.964912,0.026087,0.800487,0.187198,0.651046,0.084969,BENIGN
0.8307,0.962435,0.24427,0.324022,0.890187,0.38424,0.932515,0.290476,0.004856,0.381302,0.380486,0.303454,0.002613,0.273201,0.312573,0.693752,0.614088,0.607151,0.172156,0.178472,0.096364,0.048379,0.009301,0,0.552432,0.496087,0.39676,0.405738,0.264763,0.285586,0.52934,0,0,0.628036,0.412432,0.467969,0.161464,0.376011,0.159533,0.0003,0.009301,0.000005,0.524584,0.552891,0.258548,0.067453,0.917778,0.024531,0.792918,0.198232,0.239904,0.068588,0.059669,0.936842,0.015777,0.838815,0.189061,0.33885,0.086484,0.061402,0.949123,0.019876,0.814173,0.192029,0.558443,0.056993,0.067453,0.917778,0.024531,0.792918,0.198232,0.239904,0.068588,0.059669,0.936842,0.015777,0.838815,0.189061,0.33885,0.086484,0.061402,0.949123,0.019876,0.814173,0.192029,0.558443,0.056993,BENIGN
0.616253,0.458549,0.159463,0.32905,0.300234,0.258717,0.826687,0.347619,0.031551,0.252169,0.333088,0.412298,0.001028,0.010182,0.941918,0.565396,0.615554,0.765132,0.183421,0.184125,0.164559,0.049812,0.046327,0.000104,0.551276,0.473079,0.557604,0.432063,0.18752,0.494488,0.203962,0.00015,0.001361,0.689114,0.358159,0.613855,0.181974,0.088144,0.13178,0.030756,0.046327,0.000532,0.513702,0.089089,0.188775,0.034107,0.915556,0.04329,0.698071,0.295455,0.221346,0.03471,0.028406,0.955263,0.026699,0.762074,0.287753,0.278564,0.061094,0.03009,0.978947,0.02236,0.779501,0.27657,0.396037,0.066916,0.034107,0.915556,0.04329,0.698071,0.295455,0.221346,0.03471,0.028406,0.955263,0.026699,0.762074,0.287753,0.278564,0.061094,0.03009,0.978947,0.02236,0.779501,0.27657,0.396037,0.066916,BENIGN
